Date,Close,High,Low,Open,Volume,Stock
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2022-01-03,144.30162048339844,145.1570280025695,143.02920028001284,144.36481020586808,28646000,GOOGL
2022-01-04,143.71241760253906,145.78798930459803,143.03266881925126,144.70416653668696,28400000,GOOGL
2022-01-05,137.1194305419922,143.81193646128006,137.03285410456272,143.7328164404052,54618000,GOOGL
2022-01-06,137.09205627441406,139.27412860315894,135.90871848698256,136.34662727318383,37348000,GOOGL
2022-01-07,136.36505126953125,137.7897432622947,135.12049780917903,137.48817599061857,29760000,GOOGL
2022-01-10,138.0096893310547,138.1589847256294,132.5308930765843,134.43528635965367,44408000,GOOGL
2022-01-11,139.0710906982422,139.54881766216988,136.0420848882387,137.3503290474821,28730000,GOOGL
2022-01-12,140.75753784179688,141.9294404967946,140.02504742905134,140.4783702161075,26108000,GOOGL
2022-01-13,137.92758178710938,142.1702980929826,137.75041975538085,140.86651857043935,31436000,GOOGL
2022-01-14,138.81683349609375,140.07233622287117,136.34664851003265,136.42675564025197,29662000,GOOGL
2022-01-18,135.3509063720703,136.4790121933109,134.79407449285608,135.52706612876938,34872000,GOOGL
2022-01-19,134.4735870361328,137.30306172956688,134.37306968151069,135.87388991456638,28648000,GOOGL
2022-01-20,132.67318725585938,136.97115074107518,132.3318170208066,135.60169102059876,29908000,GOOGL
2022-01-21,129.73126220703125,134.22377601264574,129.46752373899022,131.96259868346377,55652000,GOOGL
2022-01-24,130.18161010742188,130.5787136535352,123.90760490884027,125.37856914011597,76622000,GOOGL
2022-01-25,126.33102416992188,128.7833046294374,125.89859753096928,128.12744363968903,46960000,GOOGL
2022-01-26,128.6180877685547,132.3671620019992,126.53703372214112,130.49511541961544,49130000,GOOGL
2022-01-27,128.39117431640625,132.02131030726912,128.31900956615908,130.6792312241268,31950000,GOOGL
2022-01-28,132.7164764404297,132.7219586526589,127.8736329072529,129.04204267651795,34362000,GOOGL
2022-01-31,134.65969848632812,134.82840181492318,131.58042613665086,133.5236351765011,39986000,GOOGL
2022-02-01,136.9890594482422,137.13735254168026,133.72914748544642,136.93979546512767,68644000,GOOGL
2022-02-02,147.29579162597656,150.82541035596324,144.83008666091592,150.5303275907362,123200000,GOOGL
2022-02-03,142.40914916992188,148.96282327293622,141.98666950094375,145.01221315480836,71518000,GOOGL
2022-02-04,142.61119079589844,144.18566414382084,139.84640903651453,142.7619744324609,57998000,GOOGL
2022-02-07,138.5386505126953,143.56362208702555,138.23907266305054,143.56362208702555,54974000,GOOGL
2022-02-08,138.7357177734375,139.33385604729077,136.36207147851567,138.36499262195844,54284000,GOOGL
2022-02-09,140.91827392578125,141.8463472422032,139.51996039462585,140.2927701568597,40144000,GOOGL
2022-02-10,137.96041870117188,140.81129088948327,137.30057895120314,139.03877453098843,39330000,GOOGL
2022-02-11,133.64356994628906,138.4943718586001,132.7652616913773,137.94053165428735,39958000,GOOGL
2022-02-14,134.88113403320312,135.65145321102975,132.62243215848918,132.62243215848918,34302000,GOOGL
2022-02-15,135.95849609375,137.45135880950014,135.17523823760737,136.91590911778226,26680000,GOOGL
2022-02-16,137.08262634277344,137.42896248282813,134.28200525127366,135.99631295565902,25022000,GOOGL
2022-02-17,131.90834045410156,136.4610670268482,131.84812723815682,135.59471046784896,38950000,GOOGL
2022-02-18,129.7825164794922,133.43207557532537,129.5770018418038,132.83193274174764,45620000,GOOGL
2022-02-22,129.19581604003906,131.55154234178266,127.61337018854968,129.22018986412897,44990000,GOOGL
2022-02-23,126.98090362548828,131.42266506664527,126.92069040536504,131.02208390134615,32786000,GOOGL
2022-02-24,132.05963134765625,132.36716679103367,124.35895204602602,124.35895204602602,54456000,GOOGL
2022-02-25,133.81971740722656,134.62785022225833,131.12459484875018,132.9165342626019,36406000,GOOGL
2022-02-28,134.4143829345703,135.10556696702054,131.96160142081268,132.4169288111751,38864000,GOOGL
2022-03-01,133.42361450195312,135.60717546651932,132.58463846083353,134.23672846802612,26496000,GOOGL
2022-03-02,133.9311981201172,134.61890456353234,132.43833526898584,133.98743256772605,23520000,GOOGL
2022-03-03,133.26239013671875,135.79029772447288,132.39254063011379,135.3628369812351,24604000,GOOGL
2022-03-04,131.27886962890625,133.21462241050293,129.7173348474673,132.2950229056108,30430000,GOOGL
2022-03-07,125.77716827392578,131.10817972412593,125.6940618778204,130.86236095139722,45112000,GOOGL
